Customer,State,Response,Coverage,Education,Effective To Date,EmploymentStatus,Gender,Location Code,Marital Status,Policy Type,Renew Offer Type,Sales Channel,Vehicle Class,Vehicle Size
LU79865,Nevada,0,Basic,High School or Below,2/27/11,Employed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Small
BL29046,Oregon,1,Basic,Master or more,2/22/11,Employed,0,Urban,Married,Corporate ,Offer2,Branch,Four-Door Car,Medsize
AM34581,Oregon,0,Extended,High School or Below,1/5/11,Employed,0,Rural,Married,Corporate ,Offer2,Branch,Two-Door Car,Medsize
YN75239,Oregon,0,Basic,High School or Below,1/12/11,Employed,1,Rural,Married,Personal ,Offer3,Agent,Luxury SUV,Small
OJ84485,California,0,Basic,High School or Below,1/27/11,Unemployed,1,Urban,Married,Personal ,Offer1,Call Center,SUV,Medsize
JA12995,Oregon,0,Basic,High School or Below,2/15/11,Unemployed,0,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
OD85990,Oregon,0,Basic,High School or Below,2/14/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Branch,SUV,Medsize
NZ57264,California,0,Basic,High School or Below,1/26/11,Unemployed,1,Urban,Single,Personal ,Offer4,Call Center,SUV,Medsize
OL39995,Oregon,0,Basic,High School or Below,2/25/11,Unemployed,1,Urban,Single,Personal ,Offer4,Agent,Four-Door Car,Medsize
LK51620,California,0,Premium,High School or Below,1/15/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Small
ZB91993,Arizona,1,Extended,High School or Below,1/25/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
SZ60342,Arizona,0,Basic,High School or Below,1/13/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Small
WE80653,Oregon,0,Basic,High School or Below,2/3/11,Unemployed,0,Rural,Single,Personal ,Offer1,Agent,SUV,Medsize
EE28119,Arizona,0,Premium,High School or Below,2/3/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
GA49547,Washington,0,Basic,High School or Below,2/18/11,Employed,1,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
BA92673,Oregon,0,Basic,High School or Below,2/5/11,Unemployed,0,Rural,Married,Personal ,Offer2,Web,Four-Door Car,Large
PT70350,Oregon,0,Premium,High School or Below,2/21/11,Employed,1,Urban,Married,Corporate ,Offer4,Agent,Four-Door Car,Medsize
KL29678,Oregon,0,Basic,Master or more,1/8/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Sports Car,Medsize
HL84679,Oregon,0,Extended,High School or Below,2/17/11,Unemployed,0,Urban,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize
GH94657,California,0,Basic,High School or Below,1/27/11,Unemployed,1,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
EZ71780,Arizona,0,Extended,High School or Below,2/21/11,Unemployed,0,Urban,Single,Special ,Offer3,Agent,Four-Door Car,Medsize
BW76745,Oregon,1,Basic,Master or more,1/29/11,Employed,1,Rural,Single,Personal ,Offer1,Agent,Four-Door Car,Large
TN64240,California,0,Extended,High School or Below,2/21/11,Employed,0,Urban,Single,Corporate ,Offer4,Call Center,Four-Door Car,Small
AE23906,Arizona,1,Basic,High School or Below,1/28/11,Employed,1,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
CX20455,Arizona,1,Basic,High School or Below,1/30/11,Unemployed,1,Urban,Married,Corporate ,Offer1,Branch,SUV,Medsize
KX18446,Washington,1,Extended,High School or Below,2/13/11,Employed,1,Urban,Married,Corporate ,Offer2,Agent,Two-Door Car,Medsize
NR66922,Oregon,0,Extended,Master or more,2/18/11,Employed,1,Rural,Married,Corporate ,Offer3,Agent,Four-Door Car,Medsize
PQ27923,Washington,0,Extended,Master or more,1/8/11,Employed,1,Urban,Single,Personal ,Offer3,Agent,Two-Door Car,Medsize
No81415,Arizona,0,Extended,High School or Below,2/1/11,Employed,1,Urban,Married,Personal ,Offer4,Call Center,Four-Door Car,Small
OI48534,California,0,Basic,High School or Below,2/14/11,Employed,0,Rural,Single,Personal ,Offer3,Web,Four-Door Car,Medsize
FH83537,California,0,Basic,High School or Below,1/4/11,Unemployed,0,Urban,Single,Personal ,Offer3,Agent,Sports Car,Medsize
VH94792,California,0,Basic,High School or Below,1/21/11,Unemployed,0,Urban,Single,Special ,Offer2,Web,Four-Door Car,Medsize
VD37089,Washington,0,Extended,High School or Below,1/7/11,Employed,1,Urban,Single,Corporate ,Offer2,Branch,Four-Door Car,Medsize
UW68708,California,0,Basic,High School or Below,1/20/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
PV39600,California,0,Premium,High School or Below,1/6/11,Employed,1,Urban,Single,Personal ,Offer4,Agent,Two-Door Car,Small
ZD42919,California,0,Basic,Master or more,1/9/11,Employed,1,Urban,Married,Personal ,Offer2,Call Center,SUV,Medsize
ZX68434,California,0,Extended,Master or more,1/13/11,Unemployed,0,Urban,Single,Personal ,Offer3,Web,SUV,Medsize
CH81088,Oregon,0,Extended,High School or Below,2/2/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
SV68939,Arizona,0,Extended,Master or more,2/27/11,Employed,0,Rural,Married,Personal ,Offer2,Agent,SUV,Medsize
WI81695,Oregon,0,Extended,High School or Below,1/27/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
OU50429,California,0,Basic,High School or Below,2/4/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Small
TE44937,Oregon,1,Basic,High School or Below,2/23/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Small
GC29421,California,0,Basic,High School or Below,1/8/11,Employed,0,Rural,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize
RF71693,Arizona,0,Basic,High School or Below,1/30/11,Employed,0,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
JZ22920,Arizona,0,Extended,Master or more,1/30/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Four-Door Car,Medsize
ZL68596,Arizona,0,Basic,Master or more,2/3/11,Employed,1,Rural,Married,Special ,Offer2,Branch,Four-Door Car,Medsize
GV91160,Oregon,1,Extended,High School or Below,1/20/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Large
PC80039,Oregon,1,Basic,High School or Below,1/11/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Medsize
RH72839,Nevada,1,Premium,High School or Below,2/14/11,Employed,0,Urban,Married,Personal ,Offer2,Call Center,Two-Door Car,Small
SV15363,California,1,Extended,High School or Below,1/7/11,Employed,1,Urban,Married,Personal ,Offer2,Call Center,Two-Door Car,Large
CN17219,Oregon,0,Basic,High School or Below,1/13/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Small
ZM84839,California,0,Basic,High School or Below,2/27/11,Employed,0,Rural,Married,Personal ,Offer1,Web,Two-Door Car,Medsize
ZO31878,Oregon,0,Basic,Master or more,2/4/11,Employed,0,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Small
BU70181,Arizona,1,Basic,Master or more,1/31/11,Employed,1,Rural,Single,Personal ,Offer2,Branch,Four-Door Car,Small
RN20799,Arizona,0,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Small
VF58561,Oregon,0,Basic,High School or Below,2/8/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
HU26687,California,0,Basic,High School or Below,1/18/11,Employed,1,Rural,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
VT84289,California,0,Basic,High School or Below,2/6/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
ZG17326,Oregon,0,Basic,High School or Below,2/11/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Large
ZR84007,Arizona,0,Basic,High School or Below,1/5/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
WM17695,Washington,0,Extended,Master or more,2/25/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Large
YR76491,Oregon,0,Extended,High School or Below,1/22/11,Unemployed,0,Rural,Married,Personal ,Offer2,Branch,SUV,Medsize
NY93341,Arizona,0,Basic,High School or Below,2/16/11,Employed,0,Rural,Married,Personal ,Offer3,Branch,SUV,Medsize
BC87161,Oregon,1,Basic,High School or Below,1/3/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Two-Door Car,Medsize
PW23851,Oregon,0,Extended,High School or Below,1/15/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Small
UM73815,Arizona,0,Premium,High School or Below,1/13/11,Employed,0,Urban,Married,Personal ,Offer1,Call Center,SUV,Medsize
HW19506,Arizona,1,Extended,High School or Below,1/27/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
JF90784,California,0,Extended,High School or Below,1/8/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,SUV,Small
OW15518,Washington,0,Extended,High School or Below,1/10/11,Unemployed,0,Rural,Married,Personal ,Offer2,Web,Two-Door Car,Medsize
BR28896,Nevada,0,Extended,High School or Below,1/10/11,Employed,1,Urban,Single,Personal ,Offer2,Web,Two-Door Car,Large
PD32943,Oregon,0,Basic,High School or Below,1/6/11,Unemployed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
GM83516,Arizona,0,Basic,High School or Below,1/7/11,Employed,1,Urban,Single,Corporate ,Offer2,Agent,Four-Door Car,Medsize
BK15048,Arizona,0,Basic,High School or Below,1/20/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Small
RA27021,Nevada,0,Extended,High School or Below,1/1/11,Unemployed,0,Rural,Married,Corporate ,Offer2,Agent,Four-Door Car,Large
JW15941,California,0,Extended,Master or more,1/29/11,Employed,1,Rural,Married,Personal ,Offer2,Web,Two-Door Car,Medsize
GP20408,Oregon,1,Extended,High School or Below,1/28/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,Two-Door Car,Small
AM57175,Oregon,0,Extended,High School or Below,1/6/11,Employed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Small
RI40862,Nevada,0,Basic,High School or Below,2/18/11,Employed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Small
EY86980,Oregon,0,Extended,High School or Below,1/14/11,Employed,1,Rural,Single,Corporate ,Offer4,Agent,Two-Door Car,Medsize
FG24850,Oregon,1,Basic,Master or more,1/28/11,Unemployed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Small
JB39997,California,0,Extended,High School or Below,2/24/11,Employed,0,Rural,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
CG43444,California,0,Extended,High School or Below,1/27/11,Employed,0,Rural,Single,Personal ,Offer2,Branch,Four-Door Car,Small
ZG69918,Oregon,0,Basic,High School or Below,1/14/11,Unemployed,1,Urban,Married,Special ,Offer1,Call Center,Four-Door Car,Medsize
GM70734,California,0,Extended,High School or Below,1/29/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,Two-Door Car,Medsize
PM14429,California,0,Extended,High School or Below,2/4/11,Employed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
FD55376,California,0,Basic,High School or Below,2/22/11,Employed,1,Urban,Married,Corporate ,Offer3,Agent,Four-Door Car,Medsize
PS25185,Washington,0,Premium,High School or Below,1/20/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Web,Two-Door Car,Medsize
YE70791,California,1,Basic,High School or Below,2/26/11,Unemployed,1,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Medsize
UN52560,Arizona,0,Extended,High School or Below,2/14/11,Employed,1,Urban,Married,Personal ,Offer2,Branch,Four-Door Car,Small
SS95187,Arizona,0,Extended,High School or Below,1/29/11,Employed,1,Urban,Single,Personal ,Offer4,Branch,Four-Door Car,Medsize
OU62959,California,0,Basic,High School or Below,2/9/11,Employed,1,Urban,Married,Personal ,Offer3,Web,Luxury SUV,Medsize
ZV36800,Oregon,0,Basic,High School or Below,1/23/11,Unemployed,1,Urban,Married,Corporate ,Offer3,Branch,Sports Car,Medsize
XF83901,Arizona,0,Premium,High School or Below,1/12/11,Unemployed,0,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Large
RE12758,California,0,Extended,High School or Below,2/22/11,Employed,1,Urban,Married,Personal ,Offer4,Agent,Four-Door Car,Medsize
CH97666,California,0,Basic,High School or Below,1/14/11,Unemployed,1,Urban,Married,Personal ,Offer3,Web,Sports Car,Medsize
NU25698,Oregon,0,Extended,High School or Below,2/16/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
ZV80216,Oregon,1,Premium,High School or Below,1/26/11,Unemployed,1,Urban,Married,Personal ,Offer2,Web,SUV,Medsize
PB47955,Oregon,0,Basic,High School or Below,1/11/11,Unemployed,0,Urban,Single,Personal ,Offer2,Branch,SUV,Medsize
BD36887,Nevada,0,Basic,High School or Below,1/27/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Sports Car,Medsize
JG65202,Oregon,0,Basic,High School or Below,1/29/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
YV76240,Oregon,0,Extended,High School or Below,1/4/11,Employed,0,Urban,Married,Corporate ,Offer1,Call Center,SUV,Large
LN28900,California,0,Extended,High School or Below,2/23/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Four-Door Car,Small
IN77241,Washington,0,Basic,High School or Below,2/6/11,Employed,1,Urban,Married,Corporate ,Offer2,Branch,Two-Door Car,Medsize
DI42246,Arizona,0,Basic,High School or Below,1/20/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
SE86346,Nevada,0,Basic,High School or Below,2/16/11,Employed,0,Urban,Married,Corporate ,Offer2,Web,Four-Door Car,Small
FK46365,Washington,0,Basic,High School or Below,2/3/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Small
XW93623,Nevada,0,Basic,High School or Below,2/9/11,Employed,1,Urban,Married,Personal ,Offer3,Agent,Luxury SUV,Medsize
FJ62579,Oregon,0,Basic,High School or Below,1/20/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Luxury SUV,Small
ZZ22193,California,0,Basic,Master or more,1/5/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
ZY77695,Arizona,0,Basic,High School or Below,1/10/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Two-Door Car,Medsize
ZJ65064,California,0,Basic,High School or Below,2/5/11,Unemployed,0,Urban,Single,Personal ,Offer3,Call Center,Four-Door Car,Medsize
FA59186,California,0,Basic,High School or Below,1/14/11,Unemployed,1,Urban,Single,Personal ,Offer1,Web,Two-Door Car,Medsize
XS74336,Washington,0,Basic,High School or Below,2/22/11,Unemployed,0,Urban,Single,Personal ,Offer4,Web,Four-Door Car,Small
RT80802,Nevada,0,Basic,High School or Below,1/19/11,Unemployed,1,Rural,Married,Personal ,Offer1,Branch,Sports Car,Small
KN65809,Washington,0,Extended,High School or Below,1/4/11,Unemployed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Small
QF17381,Arizona,0,Basic,High School or Below,1/6/11,Unemployed,0,Urban,Married,Corporate ,Offer1,Agent,Four-Door Car,Small
JF16897,Oregon,0,Basic,High School or Below,2/23/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
PB90912,California,0,Basic,High School or Below,2/8/11,Employed,1,Urban,Married,Personal ,Offer2,Web,Luxury SUV,Large
CH50339,Arizona,0,Basic,Master or more,1/8/11,Unemployed,0,Urban,Married,Corporate ,Offer4,Call Center,Four-Door Car,Small
GU41198,California,0,Extended,High School or Below,1/7/11,Employed,0,Urban,Single,Corporate ,Offer1,Call Center,Four-Door Car,Medsize
CT96082,Oregon,0,Basic,High School or Below,1/5/11,Unemployed,0,Rural,Married,Corporate ,Offer1,Call Center,Two-Door Car,Medsize
KP26590,Nevada,0,Extended,High School or Below,2/16/11,Employed,0,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Large
ZQ51896,Oregon,0,Basic,High School or Below,1/22/11,Unemployed,1,Urban,Single,Special ,Offer4,Web,SUV,Large
BI34286,Oregon,0,Extended,Master or more,2/27/11,Employed,1,Urban,Married,Corporate ,Offer1,Branch,Four-Door Car,Medsize
XJ97760,California,0,Basic,Master or more,1/1/11,Employed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
CO71128,California,0,Basic,High School or Below,1/7/11,Unemployed,0,Urban,Single,Personal ,Offer2,Agent,Luxury SUV,Medsize
SJ88799,Washington,0,Premium,High School or Below,1/5/11,Employed,1,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Medsize
RC74014,Oregon,0,Basic,High School or Below,1/27/11,Unemployed,0,Urban,Single,Special ,Offer3,Web,Two-Door Car,Small
CP66511,Oregon,0,Basic,High School or Below,2/10/11,Employed,1,Urban,Married,Personal ,Offer2,Agent,Two-Door Car,Small
JG13893,Nevada,0,Basic,High School or Below,1/19/11,Employed,1,Urban,Married,Corporate ,Offer4,Call Center,Two-Door Car,Large
ER49844,Arizona,0,Basic,High School or Below,1/19/11,Employed,1,Rural,Married,Personal ,Offer4,Call Center,Four-Door Car,Medsize
AU91447,Oregon,1,Basic,Master or more,1/14/11,Employed,1,Urban,Married,Special ,Offer1,Agent,SUV,Large
SK58227,California,1,Basic,High School or Below,2/3/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,SUV,Small
HG23705,Arizona,0,Basic,High School or Below,1/5/11,Employed,0,Rural,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
MV93555,Oregon,0,Extended,High School or Below,1/14/11,Employed,0,Urban,Single,Personal ,Offer2,Web,SUV,Medsize
VQ20924,Arizona,0,Extended,High School or Below,2/10/11,Unemployed,0,Urban,Married,Corporate ,Offer2,Agent,Two-Door Car,Large
AR59416,Oregon,0,Basic,High School or Below,2/22/11,Unemployed,1,Urban,Married,Personal ,Offer4,Web,SUV,Medsize
DF65548,California,0,Premium,Master or more,1/24/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Two-Door Car,Small
PA28328,California,1,Extended,High School or Below,1/6/11,Employed,0,Urban,Married,Corporate ,Offer2,Branch,Four-Door Car,Medsize
WY31530,Oregon,0,Basic,Master or more,2/15/11,Unemployed,1,Rural,Married,Personal ,Offer2,Branch,Two-Door Car,Medsize
LV89056,California,0,Extended,High School or Below,1/18/11,Unemployed,0,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Medsize
KC49055,Oregon,0,Extended,High School or Below,1/21/11,Employed,1,Urban,Married,Personal ,Offer4,Agent,Two-Door Car,Medsize
RA62150,Arizona,0,Basic,High School or Below,2/8/11,Unemployed,0,Urban,Single,Personal ,Offer2,Branch,SUV,Medsize
OY70124,Washington,1,Basic,High School or Below,1/7/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
OT94107,Oregon,0,Extended,High School or Below,2/14/11,Employed,0,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Small
CF27806,California,1,Extended,High School or Below,2/17/11,Employed,0,Urban,Married,Personal ,Offer2,Agent,SUV,Medsize
EK50729,Oregon,0,Basic,High School or Below,1/17/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Four-Door Car,Medsize
TF53472,Oregon,0,Basic,High School or Below,2/1/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
PG50529,California,0,Basic,High School or Below,2/10/11,Employed,0,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Small
QT46509,Oregon,0,Extended,High School or Below,1/31/11,Unemployed,1,Urban,Married,Personal ,Offer3,Branch,Four-Door Car,Small
LI72489,Nevada,0,Premium,High School or Below,2/26/11,Employed,1,Rural,Married,Corporate ,Offer4,Web,SUV,Medsize
MF74413,Oregon,1,Extended,High School or Below,1/31/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,SUV,Medsize
SI58884,California,0,Basic,High School or Below,1/22/11,Unemployed,1,Urban,Married,Personal ,Offer2,Web,SUV,Large
KG53604,Oregon,1,Basic,High School or Below,1/28/11,Employed,1,Rural,Married,Personal ,Offer1,Branch,Four-Door Car,Medsize
XB97091,Arizona,0,Basic,High School or Below,2/18/11,Employed,0,Urban,Married,Personal ,Offer1,Web,Sports Car,Medsize
JS12902,Oregon,0,Basic,High School or Below,2/16/11,Unemployed,0,Rural,Married,Corporate ,Offer3,Branch,Sports Car,Medsize
LL14393,Oregon,0,Basic,High School or Below,1/5/11,Employed,1,Urban,Married,Personal ,Offer3,Call Center,Four-Door Car,Medsize
UJ71101,California,0,Extended,High School or Below,2/19/11,Unemployed,1,Urban,Single,Personal ,Offer3,Web,Sports Car,Medsize
ZY95807,California,0,Basic,High School or Below,1/7/11,Unemployed,1,Urban,Single,Corporate ,Offer1,Web,Luxury SUV,Small
GA72966,Oregon,1,Extended,High School or Below,2/10/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Luxury SUV,Medsize
WS36101,Oregon,0,Basic,High School or Below,1/19/11,Unemployed,1,Urban,Married,Personal ,Offer2,Agent,Four-Door Car,Medsize
GY88677,Oregon,0,Premium,High School or Below,1/29/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Sports Car,Medsize
XT45580,Oregon,0,Basic,High School or Below,2/25/11,Employed,0,Urban,Single,Corporate ,Offer3,Branch,SUV,Large
RY23571,California,0,Basic,High School or Below,1/1/11,Employed,0,Rural,Married,Personal ,Offer2,Branch,Four-Door Car,Medsize
NB82190,Oregon,0,Basic,High School or Below,2/9/11,Employed,1,Rural,Single,Personal ,Offer2,Branch,Two-Door Car,Medsize
XG14438,Arizona,1,Extended,High School or Below,1/8/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,SUV,Medsize
TQ84956,California,1,Premium,High School or Below,2/8/11,Employed,1,Urban,Single,Corporate ,Offer1,Agent,Luxury SUV,Medsize
FV58292,Oregon,1,Basic,High School or Below,2/6/11,Employed,1,Urban,Single,Personal ,Offer2,Call Center,Four-Door Car,Small
EF52334,Washington,0,Extended,High School or Below,2/7/11,Unemployed,1,Urban,Single,Personal ,Offer3,Agent,Four-Door Car,Medsize
ZV17267,Oregon,0,Extended,High School or Below,1/9/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Small
RH71877,Arizona,1,Basic,High School or Below,2/1/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Two-Door Car,Medsize
GS23406,California,0,Basic,High School or Below,1/20/11,Employed,0,Rural,Single,Personal ,Offer3,Branch,Four-Door Car,Medsize
VZ66567,California,0,Basic,High School or Below,1/27/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,SUV,Large
VP57785,Oregon,1,Basic,High School or Below,2/1/11,Unemployed,0,Urban,Single,Personal ,Offer1,Web,Two-Door Car,Medsize
NS51605,Oregon,1,Basic,Master or more,1/31/11,Unemployed,1,Urban,Single,Personal ,Offer1,Call Center,Four-Door Car,Small
QV48556,Arizona,0,Basic,Master or more,1/5/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,Two-Door Car,Medsize
PR10005,Oregon,0,Basic,High School or Below,2/1/11,Employed,1,Rural,Single,Personal ,Offer4,Web,Four-Door Car,Medsize
IF80474,Washington,0,Premium,High School or Below,2/12/11,Employed,1,Rural,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
NE73773,Oregon,0,Basic,High School or Below,2/10/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,SUV,Small
WM72573,California,0,Extended,High School or Below,2/20/11,Unemployed,1,Urban,Married,Personal ,Offer3,Web,SUV,Small
NX71501,California,0,Basic,Master or more,1/3/11,Employed,0,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Small
LR79755,California,0,Basic,High School or Below,1/15/11,Employed,1,Urban,Single,Personal ,Offer2,Branch,Four-Door Car,Medsize
KC26486,Arizona,1,Extended,High School or Below,2/10/11,Employed,0,Urban,Single,Personal ,Offer1,Agent,Luxury SUV,Medsize
DY22077,Arizona,1,Basic,High School or Below,2/18/11,Employed,1,Urban,Single,Corporate ,Offer1,Agent,Four-Door Car,Medsize
UV54104,Oregon,1,Basic,High School or Below,1/15/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Large
SG66076,Arizona,0,Extended,High School or Below,1/4/11,Unemployed,1,Urban,Single,Personal ,Offer1,Branch,Sports Car,Medsize
GW52309,Nevada,0,Basic,High School or Below,1/8/11,Employed,0,Urban,Married,Personal ,Offer1,Branch,SUV,Medsize
DC46965,Nevada,0,Basic,Master or more,2/17/11,Unemployed,1,Rural,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
JK57654,California,1,Extended,Master or more,1/18/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Sports Car,Medsize
QO62792,Oregon,1,Extended,High School or Below,1/14/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Luxury SUV,Small
XI56955,Washington,1,Basic,High School or Below,2/8/11,Unemployed,0,Urban,Married,Personal ,Offer1,Call Center,Four-Door Car,Medsize
NR99710,Arizona,0,Basic,High School or Below,1/12/11,Unemployed,0,Urban,Married,Personal ,Offer1,Branch,Two-Door Car,Medsize
QH90382,Oregon,0,Premium,Master or more,1/19/11,Employed,0,Rural,Married,Personal ,Offer2,Branch,Two-Door Car,Small
SI30451,Arizona,0,Basic,High School or Below,2/27/11,Employed,0,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
UM39817,Oregon,1,Basic,High School or Below,1/12/11,Unemployed,0,Urban,Married,Personal ,Offer2,Call Center,Four-Door Car,Medsize
YG98004,Oregon,0,Premium,Master or more,2/18/11,Employed,0,Rural,Married,Corporate ,Offer1,Agent,Four-Door Car,Medsize
KF80172,Nevada,1,Basic,High School or Below,2/20/11,Employed,1,Urban,Single,Personal ,Offer2,Agent,Four-Door Car,Medsize
LD95617,California,0,Basic,High School or Below,1/2/11,Unemployed,1,Urban,Single,Corporate ,Offer3,Agent,Four-Door Car,Large
YJ24476,Nevada,0,Basic,High School or Below,1/7/11,Unemployed,0,Urban,Married,Personal ,Offer3,Call Center,Four-Door Car,Small
LM67096,Oregon,0,Basic,High School or Below,1/17/11,Unemployed,0,Rural,Single,Corporate ,Offer1,Web,Four-Door Car,Medsize
FB21121,California,0,Basic,High School or Below,1/25/11,Employed,0,Urban,Married,Corporate ,Offer4,Branch,Two-Door Car,Medsize
LW91009,Washington,0,Basic,High School or Below,2/16/11,Unemployed,1,Urban,Single,Personal ,Offer1,Agent,Four-Door Car,Medsize
RD28560,Washington,1,Basic,High School or Below,1/7/11,Employed,0,Urban,Married,Corporate ,Offer1,Branch,SUV,Medsize
DD22139,Washington,0,Basic,High School or Below,2/14/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Branch,Two-Door Car,Small
LN50415,Oregon,0,Extended,High School or Below,2/23/11,Employed,1,Urban,Married,Corporate ,Offer2,Web,SUV,Medsize
OP62891,Oregon,0,Basic,High School or Below,1/7/11,Unemployed,0,Urban,Single,Personal ,Offer4,Agent,Two-Door Car,Medsize
JT47995,Arizona,0,Extended,High School or Below,1/1/11,Unemployed,0,Urban,Married,Personal ,Offer1,Web,Luxury SUV,Large
AG39150,Oregon,0,Basic,High School or Below,2/4/11,Unemployed,1,Urban,Married,Personal ,Offer1,Agent,Four-Door Car,Medsize
QJ65440,California,0,Extended,High School or Below,2/4/11,Unemployed,0,Urban,Single,Corporate ,Offer1,Agent,Four-Door Car,Medsize
