,customer,state,response,coverage,education,effective_to_date,employmentstatus,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,gender_f,gender_m,policy_combined,corporate_auto,personal_auto,special_auto
4383,IH17933,Washington,0,Basic,College,2011-02-08,Employed,Urban,Married,Offer2,Call Center,SUV,Large,0,1,Personal Auto_L3,0,1,0
4384,NE67816,Oregon,0,Basic,College,2011-01-16,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4385,QJ65091,Arizona,1,Basic,High School or Below,2011-01-02,Unemployed,Suburban,Divorced,Offer1,Web,Sports Car,Medsize,1,0,Corporate Auto_L1,1,0,0
4386,TR75465,Washington,0,Extended,Master,2011-01-09,Unemployed,Suburban,Married,Offer1,Agent,SUV,Small,0,1,Personal Auto_L2,0,1,0
4387,LM12349,Washington,0,Premium,Bachelor,2011-01-19,Employed,Rural,Married,Offer1,Agent,SUV,Medsize,1,0,Corporate Auto_L2,1,0,0
4388,XZ62712,Washington,0,Extended,High School or Below,2011-01-29,Employed,Suburban,Single,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
4389,SL70555,California,0,Basic,Bachelor,2011-02-05,Employed,Rural,Divorced,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
4390,XI31845,Oregon,0,Extended,High School or Below,2011-01-10,Employed,Suburban,Divorced,Offer3,Branch,SUV,Small,1,0,Personal Auto_L1,0,1,0
4391,DQ34772,Arizona,0,Extended,High School or Below,2011-02-20,Unemployed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4392,XU57332,California,0,Basic,College,2011-02-10,Employed,Suburban,Single,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L1,0,1,0
4393,SJ87108,Arizona,1,Extended,Bachelor,2011-02-27,Retired,Suburban,Single,Offer1,Agent,SUV,Medsize,1,0,Corporate Auto_L3,1,0,0
4394,PL33465,Arizona,1,Premium,Bachelor,2011-02-28,Employed,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
4395,XL80761,California,0,Basic,College,2011-01-01,Employed,Suburban,Married,Offer1,Branch,SUV,Small,0,1,Corporate Auto_L3,1,0,0
4396,SB41594,California,0,Basic,College,2011-02-21,Employed,Suburban,Married,Offer3,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
4397,UB51030,Washington,0,Basic,High School or Below,2011-02-15,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Special Auto_L3,0,0,1
4398,KT46283,California,1,Basic,College,2011-02-12,Employed,Suburban,Married,Offer1,Agent,SUV,Medsize,0,1,Corporate Auto_L1,1,0,0
4399,WZ65217,Nevada,0,Extended,Bachelor,2011-02-11,Unemployed,Suburban,Married,Offer1,Agent,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
4400,JB11283,California,0,Basic,Bachelor,2011-02-21,Employed,Rural,Divorced,Offer3,Branch,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
4401,TM13014,California,0,Basic,Bachelor,2011-02-18,Unemployed,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4402,QS81789,Oregon,0,Basic,Bachelor,2011-02-26,Medical Leave,Suburban,Married,Offer3,Web,Four-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
4403,FP78531,California,0,Basic,Bachelor,2011-01-15,Employed,Rural,Single,Offer3,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4404,RN41087,California,0,Basic,High School or Below,2011-02-23,Unemployed,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4405,WJ88394,Nevada,0,Basic,College,2011-01-29,Medical Leave,Suburban,Married,Offer1,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4406,LH94971,Oregon,0,Extended,Bachelor,2011-01-17,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Large,0,1,Corporate Auto_L2,1,0,0
4407,VW34309,Oregon,0,Basic,Bachelor,2011-02-15,Employed,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4408,XH47320,Nevada,0,Basic,Master,2011-01-10,Employed,Urban,Single,Offer1,Call Center,Two-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
4409,GX13549,California,0,Basic,High School or Below,2011-02-03,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
4410,VY32314,Oregon,0,Basic,High School or Below,2011-02-25,Employed,Suburban,Single,Offer1,Web,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
4411,TF65501,California,0,Basic,High School or Below,2011-01-07,Employed,Suburban,Married,Offer1,Web,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
4412,EO24423,Arizona,0,Basic,Master,2011-02-26,Disabled,Suburban,Married,Offer2,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4413,LA79102,California,0,Extended,Doctor,2011-01-18,Employed,Urban,Married,Offer3,Agent,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0
4414,FT74388,Nevada,0,Basic,High School or Below,2011-01-19,Employed,Suburban,Single,Offer4,Branch,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
4415,ZE59592,Oregon,0,Basic,College,2011-01-06,Employed,Suburban,Married,Offer3,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
4416,JU64043,Oregon,0,Basic,Master,2011-01-07,Employed,Rural,Single,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
4417,TR96772,Arizona,0,Extended,High School or Below,2011-02-08,Employed,Rural,Married,Offer2,Branch,Sports Car,Small,1,0,Personal Auto_L3,0,1,0
4418,DQ35195,Arizona,0,Premium,Bachelor,2011-02-05,Employed,Suburban,Single,Offer2,Agent,Two-Door Car,Small,1,0,Corporate Auto_L3,1,0,0
4419,No74162,Arizona,0,Basic,High School or Below,2011-01-08,Retired,Suburban,Divorced,Offer1,Agent,SUV,Small,0,1,Personal Auto_L1,0,1,0
4420,XP52012,Arizona,0,Extended,High School or Below,2011-01-25,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4421,HQ16068,Washington,0,Basic,High School or Below,2011-01-31,Employed,Rural,Married,Offer1,Call Center,Sports Car,Medsize,0,1,Special Auto_L2,0,0,1
4422,QM78112,Washington,1,Basic,Bachelor,2011-02-27,Employed,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4423,GI30974,Oregon,0,Basic,Bachelor,2011-02-13,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Small,0,1,Corporate Auto_L3,1,0,0
4424,NM51858,Oregon,0,Basic,High School or Below,2011-01-16,Employed,Suburban,Married,Offer2,Web,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
4425,ZL37444,California,1,Extended,Doctor,2011-01-18,Employed,Suburban,Divorced,Offer2,Agent,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
4426,CI60365,California,1,Basic,High School or Below,2011-01-14,Employed,Suburban,Married,Offer2,Agent,Sports Car,Medsize,1,0,Special Auto_L3,0,0,1
4427,IX45386,Arizona,0,Basic,College,2011-01-30,Employed,Rural,Single,Offer2,Web,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
4428,ZO29478,Washington,1,Basic,High School or Below,2011-01-15,Disabled,Suburban,Married,Offer1,Branch,SUV,Large,1,0,Personal Auto_L2,0,1,0
4429,NG34818,California,0,Extended,Bachelor,2011-01-11,Employed,Rural,Married,Offer3,Web,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4430,EE95568,California,0,Extended,Bachelor,2011-02-09,Employed,Urban,Single,Offer1,Call Center,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4431,LM84166,California,0,Extended,Bachelor,2011-01-29,Unemployed,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
4432,RO32883,Oregon,0,Premium,Bachelor,2011-01-20,Unemployed,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4433,OI68331,California,0,Basic,Doctor,2011-01-06,Employed,Suburban,Married,Offer4,Web,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4434,PW95813,Oregon,1,Extended,High School or Below,2011-01-20,Retired,Suburban,Married,Offer2,Agent,Four-Door Car,Large,1,0,Personal Auto_L1,0,1,0
4435,LM50087,Arizona,0,Basic,College,2011-02-28,Employed,Rural,Married,Offer3,Agent,Two-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
4436,JD82896,California,0,Extended,High School or Below,2011-02-04,Unemployed,Suburban,Single,Offer2,Branch,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
4437,KA62636,Oregon,0,Basic,High School or Below,2011-01-26,Employed,Urban,Single,Offer4,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4438,VG85511,Arizona,0,Basic,College,2011-01-05,Medical Leave,Suburban,Married,Offer2,Web,Sports Car,Medsize,0,1,Personal Auto_L3,0,1,0
4439,GT18023,California,0,Extended,High School or Below,2011-02-15,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Special Auto_L2,0,0,1
4440,VI35467,Nevada,0,Basic,Master,2011-01-25,Employed,Rural,Married,Offer2,Web,SUV,Small,1,0,Personal Auto_L3,0,1,0
4441,LF75926,Arizona,0,Basic,College,2011-01-23,Unemployed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4442,SS13550,Nevada,0,Basic,High School or Below,2011-02-04,Unemployed,Suburban,Single,Offer2,Call Center,Luxury SUV,Large,0,1,Personal Auto_L3,0,1,0
4443,AA34092,California,0,Extended,College,2011-02-11,Employed,Suburban,Married,Offer1,Web,Luxury SUV,Medsize,0,1,Personal Auto_L3,0,1,0
4444,GQ15708,Oregon,0,Basic,Bachelor,2011-01-31,Medical Leave,Suburban,Married,Offer1,Agent,Luxury SUV,Medsize,0,1,Personal Auto_L2,0,1,0
4445,JR72064,Arizona,0,Basic,High School or Below,2011-01-09,Employed,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4446,AN79079,Arizona,1,Basic,Doctor,2011-01-14,Employed,Suburban,Married,Offer1,Agent,SUV,Large,0,1,Personal Auto_L2,0,1,0
4447,DS45844,California,0,Basic,College,2011-02-13,Unemployed,Rural,Married,Offer3,Agent,Sports Car,Medsize,0,1,Corporate Auto_L3,1,0,0
4448,QJ90136,California,0,Extended,High School or Below,2011-02-03,Employed,Suburban,Divorced,Offer1,Agent,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0
4449,OS95734,California,0,Extended,Bachelor,2011-02-28,Employed,Suburban,Married,Offer4,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4450,KT21352,Oregon,0,Basic,High School or Below,2011-01-03,Unemployed,Suburban,Married,Offer1,Branch,Four-Door Car,Large,0,1,Personal Auto_L2,0,1,0
4451,CG33085,Oregon,0,Extended,Doctor,2011-02-02,Unemployed,Suburban,Divorced,Offer3,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
4452,IU94124,Arizona,0,Extended,College,2011-02-04,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4453,HW93117,California,0,Basic,Bachelor,2011-01-22,Unemployed,Suburban,Single,Offer1,Branch,Sports Car,Medsize,1,0,Corporate Auto_L3,1,0,0
4454,ON63161,Oregon,0,Premium,High School or Below,2011-01-21,Disabled,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4455,HT64629,Washington,0,Basic,High School or Below,2011-02-28,Unemployed,Suburban,Single,Offer2,Branch,SUV,Medsize,1,0,Personal Auto_L2,0,1,0
4456,XE59612,Nevada,0,Extended,High School or Below,2011-01-17,Employed,Rural,Single,Offer3,Call Center,Four-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0
4457,VZ39362,Oregon,0,Basic,High School or Below,2011-01-18,Employed,Suburban,Married,Offer1,Call Center,Sports Car,Large,1,0,Personal Auto_L3,0,1,0
4458,SL71970,Oregon,0,Basic,High School or Below,2011-02-28,Unemployed,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,1,0,Special Auto_L3,0,0,1
4459,YO29244,Oregon,0,Basic,Bachelor,2011-01-31,Employed,Rural,Divorced,Offer3,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4460,TN85931,Oregon,0,Basic,High School or Below,2011-01-17,Employed,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,1,0,Special Auto_L3,0,0,1
4461,PP92749,California,1,Extended,Bachelor,2011-01-28,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Small,1,0,Special Auto_L2,0,0,1
4462,MB54287,Oregon,0,Basic,Bachelor,2011-02-25,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
4463,JQ93340,Nevada,0,Basic,High School or Below,2011-02-22,Employed,Urban,Married,Offer2,Call Center,Four-Door Car,Small,0,1,Special Auto_L2,0,0,1
4464,LN20978,Oregon,0,Extended,Bachelor,2011-02-10,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
4465,ZD59913,Oregon,1,Basic,High School or Below,2011-02-12,Medical Leave,Suburban,Divorced,Offer1,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
4466,BG80246,Arizona,0,Basic,College,2011-01-11,Disabled,Suburban,Married,Offer1,Branch,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0
4467,VP48253,Arizona,0,Basic,High School or Below,2011-02-12,Employed,Urban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4468,BR39076,California,0,Basic,High School or Below,2011-01-22,Unemployed,Suburban,Divorced,Offer2,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4469,ZD29731,California,0,Basic,College,2011-01-31,Employed,Suburban,Married,Offer3,Call Center,Two-Door Car,Small,0,1,Personal Auto_L2,0,1,0
4470,QR88427,Nevada,0,Basic,Bachelor,2011-01-31,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L3,0,1,0
4471,WN69789,California,0,Basic,College,2011-02-04,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4472,LZ39487,Washington,0,Basic,High School or Below,2011-01-17,Employed,Suburban,Married,Offer3,Branch,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
4473,GO42840,Oregon,0,Basic,High School or Below,2011-02-26,Employed,Urban,Married,Offer3,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4474,SR96970,Oregon,0,Extended,Bachelor,2011-02-20,Unemployed,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4475,ED90879,Nevada,0,Premium,Bachelor,2011-01-18,Employed,Rural,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Corporate Auto_L3,1,0,0
4476,SS69401,Oregon,0,Basic,College,2011-02-05,Employed,Suburban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
4477,VF32335,Arizona,0,Basic,College,2011-02-05,Unemployed,Suburban,Single,Offer1,Web,Luxury SUV,Small,0,1,Personal Auto_L2,0,1,0
4478,WX14028,Nevada,0,Basic,College,2011-02-10,Employed,Suburban,Single,Offer4,Agent,SUV,Medsize,1,0,Personal Auto_L1,0,1,0
4479,FP99321,Washington,0,Extended,High School or Below,2011-02-09,Unemployed,Suburban,Single,Offer1,Branch,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4480,QF21628,California,0,Extended,High School or Below,2011-01-15,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4481,OR40901,California,1,Basic,Doctor,2011-01-14,Employed,Suburban,Married,Offer1,Agent,SUV,Large,0,1,Corporate Auto_L3,1,0,0
4482,NF82527,Arizona,0,Basic,Bachelor,2011-01-08,Unemployed,Suburban,Married,Offer2,Call Center,Two-Door Car,Large,0,1,Personal Auto_L3,0,1,0
4483,GD84658,Nevada,0,Extended,High School or Below,2011-02-01,Unemployed,Suburban,Single,Offer1,Agent,Sports Car,Medsize,1,0,Corporate Auto_L2,1,0,0
4484,PA14842,Washington,0,Basic,High School or Below,2011-01-17,Employed,Rural,Married,Offer4,Branch,Four-Door Car,Medsize,1,0,Special Auto_L2,0,0,1
4485,SA45648,California,0,Extended,Bachelor,2011-02-18,Employed,Urban,Married,Offer1,Call Center,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
4486,IQ37561,Arizona,0,Extended,High School or Below,2011-01-09,Employed,Rural,Married,Offer2,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4487,TP34946,California,0,Basic,College,2011-01-09,Disabled,Suburban,Married,Offer3,Branch,Four-Door Car,Small,0,1,Corporate Auto_L3,1,0,0
4488,TL20040,Oregon,0,Basic,College,2011-02-13,Employed,Suburban,Married,Offer1,Call Center,SUV,Small,0,1,Personal Auto_L1,0,1,0
4489,JM96431,Oregon,0,Extended,College,2011-01-05,Employed,Suburban,Single,Offer2,Call Center,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
4490,LN10007,Oregon,0,Basic,College,2011-02-09,Employed,Suburban,Married,Offer1,Call Center,Sports Car,Medsize,1,0,Corporate Auto_L2,1,0,0
4491,WY17451,Oregon,0,Extended,College,2011-02-24,Unemployed,Suburban,Single,Offer1,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4492,XS30210,Arizona,0,Basic,College,2011-02-12,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Small,0,1,Corporate Auto_L1,1,0,0
4493,UD27331,Nevada,0,Extended,Bachelor,2011-01-01,Employed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4494,HC52114,California,0,Basic,Bachelor,2011-01-22,Unemployed,Suburban,Single,Offer3,Branch,Four-Door Car,Small,1,0,Corporate Auto_L1,1,0,0
4495,WG50184,Arizona,1,Basic,Doctor,2011-02-22,Employed,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
4496,BQ99053,Oregon,0,Premium,College,2011-02-19,Unemployed,Suburban,Married,Offer4,Web,Four-Door Car,Medsize,0,1,Personal Auto_L1,0,1,0
4497,IY77611,Arizona,0,Basic,High School or Below,2011-01-07,Unemployed,Suburban,Single,Offer1,Call Center,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
4498,ER24015,Arizona,0,Premium,College,2011-02-11,Employed,Suburban,Single,Offer2,Agent,SUV,Medsize,0,1,Personal Auto_L3,0,1,0
4499,SG71810,Oregon,0,Basic,College,2011-01-01,Employed,Rural,Married,Offer1,Agent,Two-Door Car,Small,1,0,Personal Auto_L3,0,1,0
4500,OQ10108,Oregon,0,Extended,High School or Below,2011-01-04,Unemployed,Suburban,Married,Offer1,Branch,SUV,Small,0,1,Personal Auto_L2,0,1,0
4501,ON45263,California,0,Basic,Bachelor,2011-02-25,Unemployed,Suburban,Divorced,Offer1,Call Center,Two-Door Car,Small,1,0,Personal Auto_L1,0,1,0
4502,RD15786,Oregon,1,Basic,Bachelor,2011-01-15,Retired,Suburban,Divorced,Offer1,Agent,Four-Door Car,Large,0,1,Personal Auto_L3,0,1,0
4503,TU64352,Oregon,0,Basic,College,2011-01-07,Unemployed,Suburban,Single,Offer1,Agent,Sports Car,Medsize,1,0,Personal Auto_L1,0,1,0
4504,CR12479,Nevada,0,Basic,College,2011-01-30,Employed,Rural,Divorced,Offer1,Agent,Four-Door Car,Small,1,0,Personal Auto_L2,0,1,0
4505,AW36627,California,1,Basic,High School or Below,2011-01-29,Employed,Urban,Married,Offer1,Agent,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4506,UD31660,California,0,Premium,Bachelor,2011-01-13,Employed,Rural,Married,Offer1,Branch,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4507,QL18084,Nevada,0,Extended,Master,2011-02-02,Employed,Urban,Married,Offer2,Agent,Luxury Car,Small,0,1,Corporate Auto_L2,1,0,0
4508,DJ11965,California,1,Extended,College,2011-02-14,Retired,Suburban,Divorced,Offer1,Agent,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0
4509,LT16517,Oregon,0,Extended,High School or Below,2011-02-28,Employed,Urban,Married,Offer1,Web,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4510,JG77605,Nevada,0,Basic,Bachelor,2011-02-01,Employed,Urban,Married,Offer2,Web,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
4511,PD94851,Nevada,0,Basic,Bachelor,2011-01-29,Medical Leave,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4512,NK27819,Arizona,1,Extended,College,2011-01-25,Retired,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L3,0,1,0
4513,PL28709,California,1,Basic,College,2011-01-28,Medical Leave,Suburban,Single,Offer2,Web,Four-Door Car,Large,1,0,Personal Auto_L3,0,1,0
4514,DY35560,Oregon,0,Basic,High School or Below,2011-01-17,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4515,LX23185,Oregon,0,Extended,College,2011-02-04,Unemployed,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4516,NA39347,California,0,Basic,College,2011-02-20,Employed,Urban,Divorced,Offer2,Web,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4517,SI32097,Oregon,0,Extended,Bachelor,2011-02-17,Employed,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
4518,JD50909,Arizona,0,Basic,Bachelor,2011-01-17,Employed,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,1,0,Corporate Auto_L3,1,0,0
4519,FB55024,Oregon,0,Extended,High School or Below,2011-02-07,Employed,Suburban,Married,Offer2,Call Center,Two-Door Car,Large,1,0,Personal Auto_L3,0,1,0
4520,NQ51389,Oregon,0,Basic,High School or Below,2011-02-05,Unemployed,Suburban,Single,Offer4,Agent,Two-Door Car,Medsize,0,1,Corporate Auto_L1,1,0,0
4521,EA23961,California,0,Basic,College,2011-02-01,Employed,Urban,Married,Offer2,Web,Four-Door Car,Small,1,0,Personal Auto_L1,0,1,0
4522,RQ78687,Oregon,0,Basic,College,2011-02-28,Employed,Rural,Divorced,Offer2,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4523,ZE42703,Nevada,0,Extended,Bachelor,2011-02-04,Employed,Suburban,Divorced,Offer1,Branch,SUV,Medsize,0,1,Corporate Auto_L3,1,0,0
4524,LZ34164,Nevada,0,Basic,Bachelor,2011-01-15,Employed,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4525,CO44659,Arizona,0,Extended,Bachelor,2011-01-13,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4526,YQ53901,Washington,1,Basic,Bachelor,2011-01-21,Employed,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4527,LX46285,Oregon,1,Extended,Master,2011-02-23,Unemployed,Suburban,Single,Offer1,Branch,Sports Car,Medsize,1,0,Personal Auto_L2,0,1,0
4528,GH90738,Oregon,0,Extended,Bachelor,2011-01-29,Employed,Urban,Married,Offer2,Web,Two-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
4529,FK10455,California,0,Extended,Bachelor,2011-01-07,Employed,Rural,Married,Offer2,Call Center,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
4530,GJ77362,California,0,Basic,Bachelor,2011-02-23,Employed,Rural,Married,Offer1,Call Center,Four-Door Car,Medsize,0,1,Special Auto_L3,0,0,1
4531,WJ26538,California,0,Extended,Master,2011-02-23,Employed,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,0,1,Personal Auto_L2,0,1,0
4532,IN67175,California,0,Basic,College,2011-02-09,Employed,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L3,0,1,0
4533,LA52988,Oregon,0,Basic,High School or Below,2011-01-18,Employed,Rural,Married,Offer2,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4534,ZH89968,Washington,1,Premium,High School or Below,2011-02-01,Employed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
4535,YA17061,Nevada,0,Extended,High School or Below,2011-02-08,Medical Leave,Suburban,Married,Offer2,Web,Four-Door Car,Small,1,0,Corporate Auto_L2,1,0,0
4536,NT76210,Nevada,1,Basic,Bachelor,2011-02-19,Unemployed,Suburban,Married,Offer1,Agent,SUV,Large,0,1,Personal Auto_L3,0,1,0
4537,XL58577,California,1,Basic,Bachelor,2011-02-05,Retired,Suburban,Divorced,Offer1,Branch,SUV,Medsize,0,1,Personal Auto_L2,0,1,0
4538,WJ57919,California,1,Basic,College,2011-02-15,Employed,Suburban,Single,Offer2,Call Center,Four-Door Car,Small,0,1,Special Auto_L3,0,0,1
4539,FG77231,Oregon,1,Basic,Bachelor,2011-01-07,Employed,Urban,Married,Offer1,Branch,SUV,Medsize,1,0,Personal Auto_L3,0,1,0
4540,UH32376,Nevada,0,Premium,Bachelor,2011-01-02,Medical Leave,Suburban,Married,Offer1,Branch,Two-Door Car,Small,0,1,Personal Auto_L3,0,1,0
4541,RA43827,Oregon,0,Basic,High School or Below,2011-01-13,Unemployed,Suburban,Single,Offer2,Branch,SUV,Medsize,1,0,Special Auto_L2,0,0,1
4542,WA67245,Oregon,0,Premium,High School or Below,2011-01-12,Employed,Urban,Married,Offer1,Branch,Sports Car,Medsize,1,0,Personal Auto_L3,0,1,0
4543,GT65478,Oregon,0,Basic,College,2011-01-19,Employed,Urban,Married,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L1,0,1,0
4544,SZ35936,Oregon,1,Basic,High School or Below,2011-01-15,Disabled,Suburban,Married,Offer1,Branch,SUV,Large,1,0,Corporate Auto_L3,1,0,0
4545,AT41276,California,0,Basic,Bachelor,2011-02-11,Employed,Suburban,Married,Offer4,Call Center,Two-Door Car,Small,0,1,Personal Auto_L2,0,1,0
4546,JD94356,Oregon,0,Basic,Bachelor,2011-02-21,Unemployed,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,1,0,Personal Auto_L2,0,1,0
4547,PU88199,Oregon,1,Basic,High School or Below,2011-01-10,Employed,Suburban,Married,Offer2,Branch,SUV,Medsize,0,1,Corporate Auto_L2,1,0,0
4548,OR33365,California,0,Basic,College,2011-01-16,Unemployed,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,1,0,Corporate Auto_L2,1,0,0
4549,KQ36942,California,0,Basic,Bachelor,2011-01-21,Medical Leave,Urban,Married,Offer2,Web,SUV,Small,0,1,Corporate Auto_L3,1,0,0
